Reference Number,Easting,Northing,Number of Vehicles,Accident Date,Time (24hr),1st Road Class,Road Surface,Lighting Conditions,Weather Conditions,Casualty Class,Casualty Severity,Sex of Casualty,Age of Casualty,Type of Vehicle
110531441,436468,429154,2,19-Nov-11,1030,Unclassified,Dry,Daylight: street lights present,Fine without high winds,Driver,Slight,Male,53,Motorcycle over 125cc and up to 500cc
110531766,430669,433450,2,19-Nov-11,1845,Unclassified,Dry,Darkness: street lighting unknown,Fine without high winds,Driver,Slight,Male,19,Motorcycle over 125cc and up to 500cc
110531920,426949,433432,1,19-Nov-11,1720,Unclassified,Dry,Darkness: street lighting unknown,Fine without high winds,Driver,Slight,Male,17,Motorcycle over 50cc and up to 125cc
110531923,429699,425675,1,19-Nov-11,1450,A,Dry,Daylight: street lights present,Fine without high winds,Passenger,Slight,Female,75,Bus or coach (17 or more passenger seats)
110532112,424929,427637,2,20-Nov-11,34,A,Dry,Darkness: street lights present and lit,Fine without high winds,Driver,Slight,Male,47,Car
110532112,424929,427637,2,20-Nov-11,34,A,Dry,Darkness: street lights present and lit,Fine without high winds,Driver,Slight,Male,36,Car
110532894,431270,429487,1,20-Nov-11,1640,Unclassified,Dry,Daylight: street lights present,Fine without high winds,Passenger,Slight,Female,5,Bus or coach (17 or more passenger seats)
110080616,435757,436187,4,21-Nov-11,1734,Unclassified,Wet / Damp,Darkness: street lights present and lit,Fine without high winds,Driver,Slight,Female,39,Car
110080616,435757,436187,4,21-Nov-11,1734,Unclassified,Wet / Damp,Darkness: street lights present and lit,Fine without high winds,Driver,Slight,Female,49,Car
110080616,435757,436187,4,21-Nov-11,1734,Unclassified,Wet / Damp,Darkness: street lights present and lit,Fine without high winds,Driver,Slight,Male,37,Goods vehicle 3.5 tonnes mgw and under
110533575,427530,438605,2,21-Nov-11,814,A,Dry,Daylight: street lights present,Fine without high winds,Driver,Slight,Female,34,Car
110533701,422235,433538,1,21-Nov-11,835,B,Dry,Daylight: street lights present,Fine without high winds,Pedestrian,Slight,Female,12,Car
110533751,428085,435385,2,21-Nov-11,825,Unclassified,Wet / Damp,Daylight: street lights present,Fog or mist – if hazard,Driver,Slight,Male,46,Motorcycle over 50cc and up to 125cc
110534594,431520,435143,2,21-Nov-11,1335,A,Dry,Daylight: street lights present,Fine without high winds,Driver,Slight,Female,30,Car
110534622,438557,429958,2,21-Nov-11,1535,Unclassified,Wet / Damp,Daylight: street lights present,Fine without high winds,Pedestrian,Slight,Female,12,Goods vehicle 3.5 tonnes mgw and under
110534718,421588,433554,2,21-Nov-11,1840,Unclassified,Dry,Darkness: street lights present and lit,Fine without high winds,Driver,Slight,Male,15,Pedal cycle
110535154,426899,439313,2,22-Nov-11,700,A,Dry,Daylight: street lights present,Fine without high winds,Driver,Slight,Male,48,Car
110535580,442167,445086,1,22-Nov-11,1040,Unclassified,Wet / Damp,Daylight: street lights present,Other,Pedestrian,Slight,Male,16,Car
110536034,430744,438914,1,22-Nov-11,1440,Unclassified,Dry,Daylight: street lights present,Fine without high winds,Passenger,Slight,Female,7,Bus or coach (17 or more passenger seats)
110536781,433173,435235,2,22-Nov-11,1350,Unclassified,Dry,Daylight: street lights present,Fine without high winds,Driver,Slight,Male,23,Car
110538007,429964,428088,2,22-Nov-11,1900,Unclassified,Dry,Darkness: street lights present and lit,Fine without high winds,Driver,Slight,Male,34,Pedal cycle
110536894,432311,425990,2,23-Nov-11,754,Motorway,Dry,Daylight: street lights present,Fine without high winds,Driver,Slight,Female,39,Car
110538101,429916,439610,1,23-Nov-11,1740,Unclassified,Dry,Darkness: street lights present and lit,Fine without high winds,Pedestrian,Slight,Male,18,Goods vehicle 3.5 tonnes mgw and under
110538258,424473,428078,2,23-Nov-11,2145,A,Dry,Darkness: street lighting unknown,Fine without high winds,Driver,Slight,Male,20,Car
110538258,424473,428078,2,23-Nov-11,2145,A,Dry,Darkness: street lighting unknown,Fine without high winds,Driver,Slight,Male,39,Car
110538291,435049,432592,1,23-Nov-11,2240,Unclassified,Dry,Darkness: street lighting unknown,Fine without high winds,Driver,Slight,Female,20,Car
110538291,435049,432592,1,23-Nov-11,2240,Unclassified,Dry,Darkness: street lighting unknown,Fine without high winds,Passenger,Slight,Female,18,Car
110538291,435049,432592,1,23-Nov-11,2240,Unclassified,Dry,Darkness: street lighting unknown,Fine without high winds,Passenger,Slight,Male,18,Car
110538495,431967,432688,2,23-Nov-11,1155,Unclassified,Dry,Daylight: street lights present,Fine without high winds,Driver,Slight,Female,33,Car
110538495,431967,432688,2,23-Nov-11,1155,Unclassified,Dry,Daylight: street lights present,Fine without high winds,Driver,Slight,Female,36,Car
110538520,429599,432560,2,23-Nov-11,1000,Unclassified,Dry,Daylight: street lights present,Fine without high winds,Driver,Slight,Male,32,Goods vehicle 3.5 tonnes mgw and under
110546165,430967,435788,1,23-Nov-11,1700,Unclassified,Dry,Darkness: street lights present and lit,Fine without high winds,Pedestrian,Slight,Female,17,Car
110538667,425913,436255,2,24-Nov-11,840,A,Dry,Daylight: street lights present,Fine without high winds,Driver,Slight,Male,38,Pedal cycle
110538944,430309,434764,1,24-Nov-11,905,Unclassified,Dry,Daylight: street lights present,Fine without high winds,Passenger,Slight,Female,34,Bus or coach (17 or more passenger seats)
110538944,430309,434764,1,24-Nov-11,905,Unclassified,Dry,Daylight: street lights present,Fine without high winds,Passenger,Slight,Female,48,Bus or coach (17 or more passenger seats)
110538988,433270,436216,2,24-Nov-11,1030,A,Dry,Daylight: street lights present,Fine without high winds,Driver,Slight,Male,23,Pedal cycle
110539793,420046,435659,2,24-Nov-11,1753,Unclassified,Dry,Darkness: street lights present and lit,Fine without high winds,Driver,Slight,Female,30,Car
110539793,420046,435659,2,24-Nov-11,1753,Unclassified,Dry,Darkness: street lights present and lit,Fine without high winds,Driver,Slight,Male,17,Pedal cycle
110539908,420023,437083,2,24-Nov-11,1910,A,Dry,Darkness: street lights present and lit,Fine without high winds,Driver,Slight,Female,61,Car
110539908,420023,437083,2,24-Nov-11,1910,A,Dry,Darkness: street lights present and lit,Fine without high winds,Driver,Slight,Female,57,Car
110540366,429647,432928,2,25-Nov-11,748,Unclassified,Wet / Damp,Daylight: street lights present,Fine without high winds,Driver,Slight,Male,28,Pedal cycle
110540687,430716,435008,3,25-Nov-11,947,A,Wet / Damp,Daylight: street lights present,Raining with high winds,Driver,Slight,Female,27,Car
110540687,430716,435008,3,25-Nov-11,947,A,Wet / Damp,Daylight: street lights present,Raining with high winds,Passenger,Slight,Male,26,Car
110541468,431284,432352,2,25-Nov-11,1435,A,Dry,Daylight: street lights present,Fine without high winds,Driver,Slight,Male,51,Car
110541468,431284,432352,2,25-Nov-11,1435,A,Dry,Daylight: street lights present,Fine without high winds,Passenger,Slight,Female,40,Car
110541545,432297,426148,2,25-Nov-11,1700,Motorway,Wet / Damp,Darkness: street lights present and lit,Fine without high winds,Driver,Slight,Female,20,Car
110541566,438415,445936,1,25-Nov-11,1635,Unclassified,Wet / Damp,Darkness: street lights present and lit,Fine without high winds,Pedestrian,Slight,Female,9,Car
110542116,438766,445940,2,25-Nov-11,1250,A,Wet / Damp,Daylight: street lights present,Fine without high winds,Driver,Slight,Male,69,Motorcycle over 500cc
110541969,427915,435333,5,26-Nov-11,30,Unclassified,Wet / Damp,Darkness: street lights present and lit,Fine without high winds,Driver,Slight,Male,47,Car
110542330,432924,429699,1,26-Nov-11,900,A,Dry,Daylight: street lights present,Fine without high winds,Driver,Fatal,Male,47,Car
110542566,441341,433578,2,26-Nov-11,1300,Unclassified,Dry,Daylight: street lights present,Fine without high winds,Driver,Slight,Female,51,Car
110542982,437156,433475,2,26-Nov-11,1445,A,Wet / Damp,Daylight: street lights present,Raining without high winds,Driver,Slight,Male,51,Car
110542982,437156,433475,2,26-Nov-11,1445,A,Wet / Damp,Daylight: street lights present,Raining without high winds,Driver,Slight,Female,31,Car
110542982,437156,433475,2,26-Nov-11,1445,A,Wet / Damp,Daylight: street lights present,Raining without high winds,Passenger,Slight,Male,12,Car
110542982,437156,433475,2,26-Nov-11,1445,A,Wet / Damp,Daylight: street lights present,Raining without high winds,Passenger,Slight,Female,10,Car
110544390,436101,431199,1,27-Nov-11,509,Motorway,Dry,Darkness: street lights present and lit,Fine without high winds,Passenger,Slight,Male,23,Car
110544650,429559,431561,2,27-Nov-11,1915,Unclassified,Dry,Darkness: street lights present and lit,Fine without high winds,Driver,Slight,Male,20,Motorcycle over 50cc and up to 125cc
110545451,435655,436501,2,28-Nov-11,804,Unclassified,Dry,Daylight: street lights present,Fine without high winds,Driver,Slight,Male,13,Pedal cycle
110545458,437108,436060,2,28-Nov-11,1202,Unclassified,Dry,Daylight: street lights present,Fine without high winds,Driver,Slight,Male,21,Car
110545458,437108,436060,2,28-Nov-11,1202,Unclassified,Dry,Daylight: street lights present,Fine without high winds,Passenger,Slight,Female,0,Bus or coach (17 or more passenger seats)
110546154,432241,436364,2,28-Nov-11,1540,Unclassified,Dry,Daylight: street lights present,Fine without high winds,Passenger,Slight,Male,6,Car
110546154,432241,436364,2,28-Nov-11,1540,Unclassified,Dry,Daylight: street lights present,Fine without high winds,Passenger,Slight,Female,4,Car
110546154,432241,436364,2,28-Nov-11,1540,Unclassified,Dry,Daylight: street lights present,Fine without high winds,Passenger,Slight,Female,16,Car
110546154,432241,436364,2,28-Nov-11,1540,Unclassified,Dry,Daylight: street lights present,Fine without high winds,Passenger,Slight,Female,2,Car
110546154,432241,436364,2,28-Nov-11,1540,Unclassified,Dry,Daylight: street lights present,Fine without high winds,Passenger,Slight,Female,32,Car
110546512,430065,433783,2,28-Nov-11,2130,Unclassified,Dry,Darkness: street lights present and lit,Fine without high winds,Driver,Slight,Male,58,Car
110546770,431949,425493,2,29-Nov-11,800,Motorway,Dry,Daylight: street lights present,Fine with high winds,Passenger,Slight,Female,27,Car
110546978,434819,428722,2,29-Nov-11,800,Unclassified,Dry,Daylight: street lights present,Fine without high winds,Driver,Slight,Female,50,Car
110547096,428433,428882,1,29-Nov-11,1100,A,Dry,Daylight: street lights present,Fine without high winds,Passenger,Slight,Female,65,Bus or coach (17 or more passenger seats)
110547152,427632,435969,2,29-Nov-11,902,B,Dry,Daylight: street lights present,Fine without high winds,Driver,Slight,Female,25,Pedal cycle
110548033,428667,437011,2,29-Nov-11,1830,B,Wet / Damp,Darkness: street lights present and lit,Raining without high winds,Driver,Slight,Male,25,Car
110548864,430864,436299,1,30-Nov-11,1055,Unclassified,Dry,Daylight: street lights present,Fine without high winds,Pedestrian,Serious,Female,53,Car
110549012,429946,433098,2,30-Nov-11,1135,Unclassified,Dry,Daylight: street lights present,Raining without high winds,Passenger,Slight,Female,73,Bus or coach (17 or more passenger seats)
110549012,429946,433098,2,30-Nov-11,1135,Unclassified,Dry,Daylight: street lights present,Raining without high winds,Passenger,Slight,Female,28,Bus or coach (17 or more passenger seats)
110549599,432269,434583,2,30-Nov-11,1745,Unclassified,Dry,Darkness: street lighting unknown,Fine without high winds,Driver,Slight,Male,20,Car
110549599,432269,434583,2,30-Nov-11,1745,Unclassified,Dry,Darkness: street lighting unknown,Fine without high winds,Passenger,Slight,Male,18,Car
110549630,420225,445547,1,30-Nov-11,1811,A,Dry,Darkness: street lighting unknown,Fine without high winds,Pedestrian,Slight,Male,11,Car
110549730,432799,425993,4,30-Nov-11,1920,Motorway,Dry,Darkness: street lights present and lit,Fine without high winds,Driver,Slight,Male,32,Car
110549730,432799,425993,4,30-Nov-11,1920,Motorway,Dry,Darkness: street lights present and lit,Fine without high winds,Driver,Slight,Female,29,Car
110549730,432799,425993,4,30-Nov-11,1920,Motorway,Dry,Darkness: street lights present and lit,Fine without high winds,Passenger,Slight,Male,26,Car
110549812,429927,433658,1,30-Nov-11,1925,Unclassified,Dry,Darkness: street lights present and lit,Fine without high winds,Pedestrian,Serious,Male,72,Taxi/Private hire car
110550605,423279,437507,4,30-Nov-11,1800,A,Wet / Damp,Darkness: street lights present and lit,Raining without high winds,Driver,Slight,Female,33,Car
110551121,436853,428983,2,01-Dec-11,1610,A,Dry,Darkness: street lights present and lit,Fine without high winds,Driver,Slight,Male,60,Car
110551121,436853,428983,2,01-Dec-11,1610,A,Dry,Darkness: street lights present and lit,Fine without high winds,Passenger,Slight,Male,79,Car
110551121,436853,428983,2,01-Dec-11,1610,A,Dry,Darkness: street lights present and lit,Fine without high winds,Passenger,Slight,Female,76,Car
110553000,424839,440203,1,01-Dec-11,1630,Unclassified,Dry,Darkness: street lighting unknown,Fine without high winds,Pedestrian,Slight,Female,38,Car
110553449,431215,429814,2,01-Dec-11,1930,Unclassified,Dry,Darkness: street lights present and lit,Fine without high winds,Driver,Slight,Female,32,Car
110554495,431522,427032,2,01-Dec-11,1831,A,Dry,Darkness: street lighting unknown,Fine without high winds,Driver,Serious,Male,50,Motorcycle over 125cc and up to 500cc
110557085,430083,433908,1,01-Dec-11,1620,Unclassified,Dry,Daylight: street lights present,Fine without high winds,Pedestrian,Slight,Female,16,Car
110562174,438278,432780,2,01-Dec-11,1515,A,Wet / Damp,Daylight: street lights present,Raining with high winds,Driver,Slight,Female,41,Car
110552243,429599,432560,2,02-Dec-11,655,Unclassified,Wet / Damp,Darkness: street lights present and lit,Fine without high winds,Driver,Slight,Male,49,Car
110552243,429599,432560,2,02-Dec-11,655,Unclassified,Wet / Damp,Darkness: street lights present and lit,Fine without high winds,Passenger,Slight,Male,19,Car
110552281,430374,433501,1,02-Dec-11,1150,Unclassified,Dry,Daylight: street lights present,Fine without high winds,Passenger,Slight,Female,21,Bus or coach (17 or more passenger seats)
110552319,435659,437027,4,02-Dec-11,1139,A,Wet / Damp,Daylight: street lights present,Fine without high winds,Driver,Slight,Male,41,Car
110552319,435659,437027,4,02-Dec-11,1139,A,Wet / Damp,Daylight: street lights present,Fine without high winds,Passenger,Slight,Male,28,Goods vehicle 3.5 tonnes mgw and under
110552319,435659,437027,4,02-Dec-11,1139,A,Wet / Damp,Daylight: street lights present,Fine without high winds,Driver,Slight,Female,32,Car
110552319,435659,437027,4,02-Dec-11,1139,A,Wet / Damp,Daylight: street lights present,Fine without high winds,Passenger,Slight,Male,14,Car
110552375,427745,436149,2,02-Dec-11,1255,B,Wet / Damp,Daylight: street lights present,Fine without high winds,Driver,Slight,Male,53,Pedal cycle
110553056,420662,434351,3,02-Dec-11,1520,A,Wet / Damp,Daylight: street lights present,Fine without high winds,Driver,Serious,Male,14,Pedal cycle
110553089,424145,444015,2,02-Dec-11,1945,A,Wet / Damp,Darkness: street lights present and lit,Fine without high winds,Driver,Slight,Male,47,Motorcycle over 500cc
110553099,435961,428277,1,02-Dec-11,2100,A,Wet / Damp,Darkness: street lights present and lit,Fine without high winds,Driver,Slight,Male,19,Motorcycle over 50cc and up to 125cc
110553368,431402,435025,2,02-Dec-11,2215,Unclassified,Wet / Damp,Darkness: street lights present and lit,Fine without high winds,Driver,Slight,Male,20,Motorcycle over 50cc and up to 125cc
110554197,427641,433716,2,02-Dec-11,1500,A,Wet / Damp,Daylight: street lights present,Fine without high winds,Driver,Slight,Male,54,Motorcycle over 500cc
110555114,430189,434107,1,02-Dec-11,1205,Unclassified,Dry,Daylight: street lights present,Fine without high winds,Pedestrian,Slight,Female,22,Car
110553353,423005,437645,2,03-Dec-11,30,A,Dry,Darkness: street lighting unknown,Fine without high winds,Driver,Slight,Female,31,Car
110553353,423005,437645,2,03-Dec-11,30,A,Dry,Darkness: street lighting unknown,Fine without high winds,Passenger,Slight,Male,30,Car
110553749,430767,435233,1,03-Dec-11,945,Unclassified,Dry,Daylight: street lights present,Fine without high winds,Pedestrian,Slight,Male,14,Car
110554205,440574,428696,2,03-Dec-11,1452,Unclassified,Wet / Damp,Daylight: street lights present,Fine without high winds,Driver,Slight,Female,22,Car
110554323,436828,433635,1,03-Dec-11,1705,Unclassified,Wet / Damp,Darkness: street lights present and lit,Fine with high winds,Pedestrian,Serious,Male,13,Car
110555434,435088,442942,2,03-Dec-11,1730,Unclassified,Dry,Darkness: no street lighting,Fine without high winds,Pedestrian,Slight,Female,31,Car
110555745,431923,434803,1,03-Dec-11,2210,Unclassified,Wet / Damp,Darkness: street lights present and lit,Raining without high winds,Pedestrian,Slight,Male,20,Car
110555050,429785,430630,2,04-Dec-11,945,A,Wet / Damp,Daylight: street lights present,Raining with high winds,Driver,Serious,Male,57,Pedal cycle
110555253,439240,439260,3,04-Dec-11,945,A,Wet / Damp,Daylight: street lights present,Fine without high winds,Driver,Serious,Female,33,Car
110555253,439240,439260,3,04-Dec-11,945,A,Wet / Damp,Daylight: street lights present,Fine without high winds,Driver,Slight,Female,26,Car
110555253,439240,439260,3,04-Dec-11,945,A,Wet / Damp,Daylight: street lights present,Fine without high winds,Driver,Serious,Female,63,Car
110555860,427170,430583,1,04-Dec-11,2335,Motorway,Frost / Ice,Darkness: street lighting unknown,Fine without high winds,Driver,Slight,Male,20,Car
110557920,437384,441380,2,05-Dec-11,950,Unclassified,Wet / Damp,Daylight: street lights present,Raining without high winds,Driver,Slight,Female,39,Ridden horse
110558854,438469,432704,2,05-Dec-11,805,A,Frost / Ice,Daylight: street lights present,Fine without high winds,Driver,Slight,Female,26,Car
110564322,431434,435684,1,05-Dec-11,1750,Unclassified,Dry,Darkness: street lighting unknown,Fine without high winds,Pedestrian,Slight,Male,39,Car
110557681,433220,430022,2,06-Dec-11,635,B,Dry,Darkness: street lights present and lit,Raining with high winds,Driver,Slight,Male,60,Pedal cycle
110557876,425427,434302,1,06-Dec-11,845,A,Wet / Damp,Daylight: street lights present,Fine without high winds,Driver,Serious,Male,39,Pedal cycle
110557876,425427,434302,1,06-Dec-11,845,A,Wet / Damp,Daylight: street lights present,Fine without high winds,Pedestrian,Slight,Female,51,Pedal cycle
110558037,425771,442727,2,06-Dec-11,730,Unclassified,Wet / Damp,Darkness: street lighting unknown,Fine without high winds,Driver,Slight,Female,41,Car
110558045,423096,437692,2,06-Dec-11,1030,A,Wet / Damp,Daylight: street lights present,Fine without high winds,Driver,Slight,Male,29,Car
110558045,423096,437692,2,06-Dec-11,1030,A,Wet / Damp,Daylight: street lights present,Fine without high winds,Passenger,Slight,Male,55,Car
110558634,432580,434645,1,06-Dec-11,1500,B,Dry,Daylight: street lights present,Fine without high winds,Pedestrian,Slight,Female,12,Car
110558743,424890,427721,2,06-Dec-11,1625,A,Dry,Daylight: street lights present,Fine without high winds,Driver,Slight,Female,35,Car
110558743,424890,427721,2,06-Dec-11,1625,A,Dry,Daylight: street lights present,Fine without high winds,Passenger,Slight,Male,14,Car
110559053,431957,435853,2,06-Dec-11,2057,B,Wet / Damp,Darkness: street lights present and lit,Raining without high winds,Passenger,Slight,Male,23,Car
110559095,443212,439759,3,06-Dec-11,1825,A(M),Wet / Damp,Darkness: no street lighting,Raining without high winds,Driver,Slight,Female,60,Car
110559120,433376,437250,1,06-Dec-11,2050,Unclassified,Dry,Darkness: street lighting unknown,Fine without high winds,Driver,Slight,Male,36,Car
110559120,433376,437250,1,06-Dec-11,2050,Unclassified,Dry,Darkness: street lighting unknown,Fine without high winds,Passenger,Slight,Male,28,Car
110559157,432476,436529,1,06-Dec-11,1655,Unclassified,Dry,Darkness: street lighting unknown,Fine without high winds,Pedestrian,Slight,Female,12,Car
110559841,429695,433956,2,07-Dec-11,1235,Unclassified,Dry,Daylight: street lights present,Fine without high winds,Driver,Serious,Male,18,Pedal cycle
110559921,430669,434730,2,07-Dec-11,1206,A,Dry,Daylight: street lights present,Fine without high winds,Driver,Slight,Female,40,Car
110559992,438037,431438,1,07-Dec-11,1300,Unclassified,Wet / Damp,Daylight: street lights present,Fine without high winds,Driver,Slight,Male,67,Car
110560079,430301,433839,1,07-Dec-11,1340,Unclassified,Dry,Daylight: street lights present,Fine without high winds,Passenger,Slight,Female,84,Bus or coach (17 or more passenger seats)
110560249,430717,433451,2,07-Dec-11,1545,Unclassified,Wet / Damp,Darkness: street lights present and lit,Raining with high winds,Driver,Slight,Male,19,Car
110560249,430717,433451,2,07-Dec-11,1545,Unclassified,Wet / Damp,Darkness: street lights present and lit,Raining with high winds,Passenger,Slight,Male,19,Car
110560551,431271,435018,1,07-Dec-11,1700,A,Dry,Darkness: street lights present and lit,Fine without high winds,Pedestrian,Slight,Female,14,Car
110560581,428777,442056,2,07-Dec-11,1505,Unclassified,Wet / Damp,Daylight: street lights present,Fine without high winds,Driver,Slight,Male,39,Car
110560707,420015,440888,1,07-Dec-11,1630,A,Wet / Damp,Darkness: street lights present and lit,Fine without high winds,Pedestrian,Fatal,Female,81,Goods vehicle 3.5 tonnes mgw and under
110560847,429897,434269,1,08-Dec-11,25,Unclassified,Wet / Damp,Darkness: street lights present and lit,Fine without high winds,Pedestrian,Serious,Male,19,Car
110561157,422001,436536,2,08-Dec-11,555,A,Wet / Damp,Darkness: street lights present and lit,Raining without high winds,Driver,Slight,Male,26,Pedal cycle
110562075,425626,433079,2,08-Dec-11,1340,Unclassified,Wet / Damp,Daylight: street lights present,Raining with high winds,Driver,Slight,Male,39,Goods vehicle 3.5 tonnes mgw and under
110562075,425626,433079,2,08-Dec-11,1340,Unclassified,Wet / Damp,Daylight: street lights present,Raining with high winds,Driver,Slight,Male,75,Car
110562075,425626,433079,2,08-Dec-11,1340,Unclassified,Wet / Damp,Daylight: street lights present,Raining with high winds,Passenger,Slight,Female,37,Car
110562075,425626,433079,2,08-Dec-11,1340,Unclassified,Wet / Damp,Daylight: street lights present,Raining with high winds,Passenger,Slight,Male,75,Car
110562207,423724,434337,3,08-Dec-11,1400,A,Dry,Daylight: street lights present,Fine without high winds,Passenger,Slight,Female,36,Bus or coach (17 or more passenger seats)
110562207,423724,434337,3,08-Dec-11,1400,A,Dry,Daylight: street lights present,Fine without high winds,Passenger,Slight,Female,41,Bus or coach (17 or more passenger seats)
110562809,430522,432737,1,08-Dec-11,907,A,Dry,Daylight: street lights present,Fine without high winds,Passenger,Slight,Female,75,Bus or coach (17 or more passenger seats)
110562897,422259,433376,1,08-Dec-11,1139,B,Wet / Damp,Daylight: street lights present,Raining with high winds,Passenger,Slight,Female,56,Bus or coach (17 or more passenger seats)
110562769,425478,437536,2,09-Dec-11,705,Unclassified,Wet / Damp,Darkness: street lighting unknown,Raining without high winds,Driver,Slight,Male,26,Car
110562769,425478,437536,2,09-Dec-11,705,Unclassified,Wet / Damp,Darkness: street lighting unknown,Raining without high winds,Driver,Slight,Male,43,Car
110562769,425478,437536,2,09-Dec-11,705,Unclassified,Wet / Damp,Darkness: street lighting unknown,Raining without high winds,Passenger,Slight,Male,21,Car
110563450,431453,432440,2,09-Dec-11,920,A,Wet / Damp,Daylight: street lights present,Fine without high winds,Driver,Slight,Male,58,Car
110563450,431453,432440,2,09-Dec-11,920,A,Wet / Damp,Daylight: street lights present,Fine without high winds,Passenger,Slight,Male,26,Car
110563971,431360,435236,2,09-Dec-11,1645,Unclassified,Wet / Damp,Darkness: street lights present and lit,Fine without high winds,Driver,Slight,Male,52,Taxi/Private hire car
110564061,427526,433844,2,09-Dec-11,1310,Unclassified,Wet / Damp,Daylight: street lights present,Fine without high winds,Driver,Slight,Female,34,Car
110564111,424994,426972,2,09-Dec-11,1215,Motorway,Wet / Damp,Daylight: street lights present,Fine without high winds,Driver,Slight,Male,32,Car
110564111,424994,426972,2,09-Dec-11,1215,Motorway,Wet / Damp,Daylight: street lights present,Fine without high winds,Passenger,Slight,Female,27,Car
110564347,423106,433789,1,09-Dec-11,2310,Unclassified,Frost / Ice,Darkness: street lights present and lit,Fine without high winds,Pedestrian,Serious,Male,49,Car
110564790,429647,433797,1,09-Dec-11,1910,Unclassified,Wet / Damp,Darkness: street lights present and lit,Fine without high winds,Passenger,Slight,Male,28,Bus or coach (17 or more passenger seats)
110564945,431911,435909,2,09-Dec-11,1908,B,Wet / Damp,Darkness: street lights present and lit,Fine without high winds,Driver,Slight,Male,55,Car
110564512,430086,431192,2,10-Dec-11,635,A,Wet / Damp,Darkness: street lights present and lit,Fine without high winds,Driver,Slight,Male,29,Pedal cycle
110565231,431955,428438,2,10-Dec-11,1505,Motorway,Dry,Daylight: street lights present,Fine without high winds,Passenger,Slight,Female,37,Car
110565231,431955,428438,2,10-Dec-11,1505,Motorway,Dry,Daylight: street lights present,Fine without high winds,Passenger,Slight,Male,5,Car
110565231,431955,428438,2,10-Dec-11,1505,Motorway,Dry,Daylight: street lights present,Fine without high winds,Passenger,Slight,Male,3,Car
110565378,428114,426500,4,10-Dec-11,1432,A,Wet / Damp,Daylight: street lights present,Fine without high winds,Driver,Slight,Male,41,Car
110565378,428114,426500,4,10-Dec-11,1432,A,Wet / Damp,Daylight: street lights present,Fine without high winds,Driver,Slight,Male,26,Car
110565398,421632,434561,1,10-Dec-11,1730,Unclassified,Dry,Darkness: street lighting unknown,Fine without high winds,Pedestrian,Fatal,Male,85,Taxi/Private hire car
110566152,425006,434371,1,10-Dec-11,1705,A,Wet / Damp,Darkness: street lights present and lit,Raining without high winds,Pedestrian,Slight,Male,49,Car
110565810,424591,433586,1,11-Dec-11,330,B,Dry,Darkness: street lighting unknown,Fine without high winds,Driver,Slight,Female,27,Car
110566502,420898,434458,2,11-Dec-11,1700,A,Wet / Damp,Darkness: street lights present and lit,Fine without high winds,Driver,Slight,Male,47,Car
110567704,426240,440138,1,12-Dec-11,1234,Unclassified,Wet / Damp,Daylight: street lights present,Fine without high winds,Passenger,Slight,Male,34,Bus or coach (17 or more passenger seats)
110568012,426263,442461,2,12-Dec-11,1535,Unclassified,Wet / Damp,Daylight: street lights present,Fine without high winds,Driver,Slight,Female,51,Car
110568012,426263,442461,2,12-Dec-11,1535,Unclassified,Wet / Damp,Daylight: street lights present,Fine without high winds,Passenger,Slight,Female,2,Car
110568012,426263,442461,2,12-Dec-11,1535,Unclassified,Wet / Damp,Daylight: street lights present,Fine without high winds,Passenger,Slight,Female,3,Car
110568012,426263,442461,2,12-Dec-11,1535,Unclassified,Wet / Damp,Daylight: street lights present,Fine without high winds,Passenger,Slight,Female,5,Car
110568098,435966,437141,2,12-Dec-11,1645,Unclassified,Wet / Damp,Darkness: street lights present and lit,Fine without high winds,Driver,Slight,Male,16,M/cycle 50cc and under
110568425,431523,430007,2,12-Dec-11,2145,Unclassified,Dry,Darkness: street lighting unknown,Fine without high winds,Passenger,Slight,Male,19,Car
110569192,435025,436204,2,12-Dec-11,1335,Unclassified,Dry,Daylight: street lights present,Fine without high winds,Driver,Serious,Male,33,Motorcycle over 50cc and up to 125cc
110569573,429624,434639,1,12-Dec-11,1200,A,Dry,Daylight: street lights present,Fine without high winds,Pedestrian,Slight,Male,18,Car
110571528,428098,434758,2,12-Dec-11,1225,Unclassified,Dry,Daylight: street lights present,Fine without high winds,Driver,Slight,Male,23,Motorcycle over 500cc
110024899,427132,435651,1,13-Dec-11,840,Unclassified,Dry,Daylight: street lights present,Fine without high winds,Pedestrian,Slight,Female,34,Car
110572773,432095,433858,1,13-Dec-11,2040,Unclassified,Dry,Darkness: street lighting unknown,Fine without high winds,Passenger,Slight,Female,57,Taxi/Private hire car
110570417,424277,428342,2,14-Dec-11,755,A,Wet / Damp,Daylight: street lights present,Fine without high winds,Driver,Serious,Male,49,Motorcycle over 50cc and up to 125cc
110570492,429430,437321,1,14-Dec-11,930,Unclassified,Dry,Daylight: street lights present,Fine without high winds,Pedestrian,Slight,Male,65,Car
110571399,436580,435578,2,14-Dec-11,1703,Unclassified,Dry,Darkness: street lights present and lit,Fine without high winds,Driver,Slight,Male,57,Car
110571399,436580,435578,2,14-Dec-11,1703,Unclassified,Dry,Darkness: street lights present and lit,Fine without high winds,Passenger,Slight,Male,25,Car
110571495,428054,431119,1,14-Dec-11,1030,A,Dry,Daylight: street lights present,Fine without high winds,Pedestrian,Slight,Male,19,Car
