Reference Number,Easting,Northing,Number of Vehicles,Accident Date,Time (24hr),1st Road Class,Road Surface,Lighting Conditions,Weather Conditions,Casualty Class,Casualty Severity,Sex of Casualty,Age of Casualty,Type of Vehicle
792409,427470,436001,1,26-Sep-09,2110,Unclassified,Dry,Darkness: street lights present and lit,Fine without high winds,Pedestrian,Slight,Male,24,Car
793309,427851,434400,1,26-Sep-09,226,A,Dry,Darkness: street lights present and lit,Fine without high winds,Pedestrian,Serious,Male,19,Car
793509,427177,426451,2,26-Sep-09,1912,A,Dry,Daylight: street lights present,Fine without high winds,Driver,Serious,Male,20,Motorcycle over 50cc and up to 125cc
794309,428557,434855,2,26-Sep-09,1715,Unclassified,Dry,Daylight: street lights present,Fine without high winds,Passenger,Slight,Male,19,Car
794309,428557,434855,2,26-Sep-09,1715,Unclassified,Dry,Daylight: street lights present,Fine without high winds,Passenger,Slight,Female,19,Car
784309,428786,436949,1,27-Sep-09,1822,Unclassified,Dry,Daylight: street lights present,Fine without high winds,Pedestrian,Slight,Female,45,Car
795409,430320,434118,2,27-Sep-09,2240,Unclassified,Dry,Darkness: street lights present and lit,Fine without high winds,Driver,Serious,Male,22,Motorcycle over 500cc
795809,430222,433754,1,27-Sep-09,2040,Unclassified,Dry,Darkness: street lights present and lit,Fine without high winds,Pedestrian,Slight,Male,21,Taxi/Private hire car
795809,430222,433754,1,27-Sep-09,2040,Unclassified,Dry,Darkness: street lights present and lit,Fine without high winds,Pedestrian,Slight,Female,19,Taxi/Private hire car
796809,428110,426282,2,27-Sep-09,1455,A,Dry,Daylight: street lights present,Fine without high winds,Driver,Slight,Male,18,Car
796809,428110,426282,2,27-Sep-09,1455,A,Dry,Daylight: street lights present,Fine without high winds,Passenger,Slight,Female,18,Car
796809,428110,426282,2,27-Sep-09,1455,A,Dry,Daylight: street lights present,Fine without high winds,Passenger,Slight,Male,2,Car
802309,430597,426445,2,27-Sep-09,950,Unclassified,Wet / Damp,Daylight: street lights present,Raining without high winds,Driver,Slight,Male,44,Pedal cycle
794809,428905,435508,2,28-Sep-09,1735,A,Dry,Daylight: street lights present,Fine without high winds,Driver,Slight,Male,50,Pedal cycle
814209,430087,437375,2,28-Sep-09,1225,A,Dry,Daylight: street lights present,Fine without high winds,Driver,Slight,Female,64,Car
814209,430087,437375,2,28-Sep-09,1225,A,Dry,Daylight: street lights present,Fine without high winds,Driver,Slight,Male,28,Car
797609,431884,435156,1,29-Sep-09,1035,Unclassified,Dry,Daylight: street lights present,Fine without high winds,Pedestrian,Slight,Male,25,Car
797609,431884,435156,1,29-Sep-09,1035,Unclassified,Dry,Daylight: street lights present,Fine without high winds,Driver,Slight,Female,21,Car
799109,428272,433520,2,29-Sep-09,730,Unclassified,Dry,Daylight: street lights present,Fine without high winds,Driver,Slight,Female,39,Pedal cycle
802409,429965,430874,2,29-Sep-09,715,A,Dry,Daylight: street lights present,Fine without high winds,Driver,Slight,Male,26,Motorcycle over 500cc
803509,445258,427829,1,29-Sep-09,730,Unclassified,Dry,Daylight: street lights present,Fine without high winds,Driver,Slight,Male,20,Motorcycle over 125cc and up to 500cc
822609,430302,435025,2,29-Sep-09,850,Unclassified,Dry,Daylight: street lights present,Fine without high winds,Driver,Slight,Male,49,Car
822609,430302,435025,2,29-Sep-09,850,Unclassified,Dry,Daylight: street lights present,Fine without high winds,Passenger,Slight,Female,41,Car
840509,430700,434876,2,29-Sep-09,1736,A,Dry,Daylight: street lights present,Fine without high winds,Driver,Slight,Male,22,Pedal cycle
802609,424278,428343,2,30-Sep-09,655,A,Dry,Daylight: street lights present,Fine without high winds,Driver,Slight,Male,61,Car
807909,429608,431846,1,30-Sep-09,1505,Unclassified,Dry,Daylight: street lights present,Fine without high winds,Pedestrian,Slight,Male,6,Car
808909,420829,439688,2,30-Sep-09,1350,A,Dry,Daylight: street lights present,Fine without high winds,Driver,Slight,Male,55,Car
808909,420829,439688,2,30-Sep-09,1350,A,Dry,Daylight: street lights present,Fine without high winds,Driver,Slight,Female,88,Car
812909,432337,436330,1,30-Sep-09,1841,Unclassified,Dry,Daylight: street lights present,Fine without high winds,Pedestrian,Slight,Female,17,Car
817509,430959,433431,4,30-Sep-09,933,A,Dry,Daylight: street lights present,Fine without high winds,Driver,Slight,Female,58,Car
826209,444875,436477,1,30-Sep-09,1800,B,Dry,Daylight: street lights present,Fine without high winds,Driver,Serious,Male,17,Motorcycle over 500cc
845109,428148,435835,2,30-Sep-09,1445,A,Dry,Daylight: street lights present,Fine without high winds,Driver,Slight,Male,19,Pedal cycle
800109,429433,433462,2,01-Oct-09,915,Unclassified,Dry,Daylight: street lights present,Fine without high winds,Driver,Slight,Male,34,Pedal cycle
802809,434709,428186,2,01-Oct-09,750,A,Dry,Daylight: street lights present,Fine without high winds,Driver,Slight,Female,34,Car
806109,428799,433315,2,01-Oct-09,855,A,Dry,Daylight: street lights present,Fine without high winds,Passenger,Slight,Male,21,Car
811009,432337,432653,2,01-Oct-09,1827,Unclassified,Dry,Darkness: street lights present and lit,Fine without high winds,Driver,Slight,Male,49,Pedal cycle
814309,428050,432043,2,01-Oct-09,1720,A,Dry,Daylight: street lights present,Fine without high winds,Driver,Slight,Female,29,Car
901909,422225,433765,2,01-Oct-09,1750,B,Dry,Daylight: street lights present,Fine without high winds,Driver,Slight,Male,21,Pedal cycle
804209,428110,432803,2,02-Oct-09,1630,B,Dry,Daylight: street lights present,Fine without high winds,Driver,Slight,Female,40,Pedal cycle
807309,428878,430013,2,02-Oct-09,1925,Unclassified,Dry,Darkness: street lights present and lit,Fine without high winds,Driver,Slight,Male,18,M/cycle 50cc and under
812409,440229,432343,2,02-Oct-09,1700,A,Dry,Daylight: street lights present,Fine without high winds,Driver,Slight,Male,23,Car
813109,427063,437408,3,02-Oct-09,1230,A,Wet / Damp,Daylight: street lights present,Raining without high winds,Driver,Slight,Female,20,Car
813109,427063,437408,3,02-Oct-09,1230,A,Wet / Damp,Daylight: street lights present,Raining without high winds,Passenger,Slight,Female,28,Taxi/Private hire car
813109,427063,437408,3,02-Oct-09,1230,A,Wet / Damp,Daylight: street lights present,Raining without high winds,Passenger,Slight,Male,83,Taxi/Private hire car
813509,431165,439273,2,02-Oct-09,1045,Unclassified,Wet / Damp,Daylight: street lights present,Fine without high winds,Passenger,Slight,Male,20,Goods vehicle 3.5 tonnes mgw and under
846009,431374,435071,1,02-Oct-09,930,A,Dry,Daylight: street lights present,Fine without high winds,Pedestrian,Slight,Male,18,Bus or coach (17 or more passenger seats)
806909,428600,431563,2,03-Oct-09,815,Motorway,Dry,Daylight: street lights present,Fine with high winds,Driver,Slight,Male,28,Car
808409,420648,434347,2,03-Oct-09,1330,A,Dry,Daylight: street lights present,Fine with high winds,Driver,Slight,Female,28,Car
808409,420648,434347,2,03-Oct-09,1330,A,Dry,Daylight: street lights present,Fine with high winds,Passenger,Slight,Female,26,Car
810209,441193,448825,1,03-Oct-09,630,A(M),Dry,Darkness: no street lighting,Fine with high winds,Driver,Slight,Male,29,Car
810409,423299,441643,2,03-Oct-09,2205,Unclassified,Wet / Damp,Darkness: street lights present and lit,Fine with high winds,Driver,Slight,Male,35,Car
811309,439477,426194,2,03-Oct-09,1620,A,Dry,Daylight: street lights present,Fine with high winds,Driver,Slight,Female,22,Car
811309,439477,426194,2,03-Oct-09,1620,A,Dry,Daylight: street lights present,Fine with high winds,Driver,Slight,Male,19,Car
811309,439477,426194,2,03-Oct-09,1620,A,Dry,Daylight: street lights present,Fine with high winds,Passenger,Slight,Female,43,Car
812709,435023,432532,1,03-Oct-09,2110,Unclassified,Dry,Darkness: street lighting unknown,Fine with high winds,Driver,Slight,Male,18,Car
813409,426404,433964,2,03-Oct-09,2340,A,Dry,Darkness: street lights present and lit,Fine without high winds,Driver,Slight,Female,25,Car
814809,423935,433605,2,03-Oct-09,1930,Unclassified,Dry,Darkness: street lights present and lit,Fine with high winds,Driver,Slight,Female,51,Car
814809,423935,433605,2,03-Oct-09,1930,Unclassified,Dry,Darkness: street lights present and lit,Fine with high winds,Passenger,Slight,Female,61,Car
813909,419725,438727,1,04-Oct-09,815,A,Wet / Damp,Daylight: street lights present,Fine without high winds,Driver,Slight,Male,20,Motorcycle over 50cc and up to 125cc
815909,436159,434566,1,04-Oct-09,1434,A,Dry,Daylight: street lights present,Fine without high winds,Passenger,Slight,Female,5,Bus or coach (17 or more passenger seats)
811409,420532,434322,2,05-Oct-09,1910,A,Dry,Darkness: street lights present and lit,Fine without high winds,Driver,Slight,Female,23,Car
813809,429221,431643,2,05-Oct-09,1715,Unclassified,Dry,Daylight: street lights present,Fine without high winds,Driver,Slight,Male,12,Pedal cycle
815309,431015,440302,3,05-Oct-09,1540,A,Dry,Daylight: street lights present,Fine without high winds,Driver,Slight,Female,66,Car
816409,432514,427314,2,05-Oct-09,1715,A,Dry,Daylight: street lights present,Fine without high winds,Driver,Slight,Male,42,Pedal cycle
816509,429654,430709,2,05-Oct-09,930,Unclassified,Dry,Daylight: street lights present,Fine without high winds,Passenger,Slight,Female,31,Taxi/Private hire car
819209,430278,433737,1,05-Oct-09,1330,Unclassified,Dry,Daylight: street lights present,Fine without high winds,Pedestrian,Slight,Male,19,Car
819709,431923,428325,2,05-Oct-09,1155,Motorway,Dry,Daylight: street lights present,Fine without high winds,Driver,Slight,Male,26,Car
819709,431923,428325,2,05-Oct-09,1155,Motorway,Dry,Daylight: street lights present,Fine without high winds,Passenger,Slight,Female,23,Car
820109,421020,434483,2,05-Oct-09,1140,B,Dry,Daylight: street lights present,Fine without high winds,Driver,Serious,Male,24,Motorcycle over 50cc and up to 125cc
828109,427112,436977,3,05-Oct-09,1300,Unclassified,Wet / Damp,Daylight: street lights present,Raining without high winds,Driver,Slight,Male,19,Pedal cycle
934609,425451,437937,2,05-Oct-09,725,A,Wet / Damp,Daylight: street lights present,Fine without high winds,Driver,Serious,Male,21,Car
934609,425451,437937,2,05-Oct-09,725,A,Wet / Damp,Daylight: street lights present,Fine without high winds,Driver,Slight,Female,26,Car
816609,435796,436343,2,06-Oct-09,630,Unclassified,Dry,Darkness: street lights present and lit,Raining without high winds,Passenger,Slight,Female,41,Car
817009,429147,436207,2,06-Oct-09,1540,Unclassified,Flood,Daylight: street lights present,Fine without high winds,Passenger,Slight,Female,12,Car
817909,436484,435031,2,06-Oct-09,900,Unclassified,Wet / Damp,Daylight: street lights present,Raining without high winds,Driver,Slight,Female,32,Car
825109,436118,435507,1,06-Oct-09,1455,A,Wet / Damp,Daylight: street lights present,Fine without high winds,Pedestrian,Slight,Male,18,Car
876409,439003,446045,2,06-Oct-09,1510,A,Wet / Damp,Daylight: street lights present,Raining without high winds,Driver,Slight,Female,81,Car
815809,430753,438582,1,07-Oct-09,1247,Unclassified,Dry,Daylight: street lights present,Fine without high winds,Passenger,Slight,Female,79,Bus or coach (17 or more passenger seats)
820009,430230,432029,1,07-Oct-09,950,A,Dry,Daylight: street lights present,Fine without high winds,Passenger,Slight,Female,80,Bus or coach (17 or more passenger seats)
822909,431905,435729,2,07-Oct-09,1718,A,Dry,Daylight: street lights present,Fine without high winds,Passenger,Slight,Female,32,Car
824809,430036,438512,2,07-Oct-09,1650,Unclassified,Dry,Daylight: street lights present,Fine without high winds,Driver,Slight,Male,32,Car
824909,428837,440131,2,07-Oct-09,1910,Unclassified,Dry,Darkness: street lights present and lit,Fine without high winds,Driver,Slight,Male,17,Car
824909,428837,440131,2,07-Oct-09,1910,Unclassified,Dry,Darkness: street lights present and lit,Fine without high winds,Driver,Slight,Female,21,Car
824909,428837,440131,2,07-Oct-09,1910,Unclassified,Dry,Darkness: street lights present and lit,Fine without high winds,Passenger,Slight,Male,16,Car
833909,421526,428486,2,07-Oct-09,1150,A,Dry,Daylight: street lights present,Fine without high winds,Driver,Slight,Female,57,Car
833909,421526,428486,2,07-Oct-09,1150,A,Dry,Daylight: street lights present,Fine without high winds,Passenger,Slight,Female,4,Car
839009,436133,434840,2,07-Oct-09,910,A,Dry,Daylight: street lights present,Fine without high winds,Driver,Slight,Female,79,Car
840409,432828,433603,3,07-Oct-09,1425,Unclassified,Dry,Daylight: street lights present,Fine without high winds,Driver,Slight,Male,62,Motorcycle over 50cc and up to 125cc
825509,430672,433450,4,08-Oct-09,1430,Unclassified,Dry,Daylight: street lights present,Fine without high winds,Driver,Slight,Male,32,Goods vehicle 3.5 tonnes mgw and under
825509,430672,433450,4,08-Oct-09,1430,Unclassified,Dry,Daylight: street lights present,Fine without high winds,Driver,Slight,Female,29,Car
828609,424982,427538,2,08-Oct-09,1920,A,Dry,Darkness: street lights present and lit,Fine without high winds,Driver,Slight,Male,18,Motorcycle over 50cc and up to 125cc
833309,432187,429090,2,08-Oct-09,1012,Motorway,Dry,Daylight: street lights present,Fine without high winds,Driver,Slight,Male,39,Car
833309,432187,429090,2,08-Oct-09,1012,Motorway,Dry,Daylight: street lights present,Fine without high winds,Driver,Slight,Male,22,Car
833309,432187,429090,2,08-Oct-09,1012,Motorway,Dry,Daylight: street lights present,Fine without high winds,Passenger,Slight,Female,19,Car
835409,429286,433479,2,08-Oct-09,1230,Unclassified,Dry,Daylight: street lights present,Fine without high winds,Driver,Serious,Male,22,Motorcycle over 500cc
836309,444832,431567,2,08-Oct-09,2017,A,Dry,Darkness: no street lighting,Fine without high winds,Driver,Serious,Male,38,Motorcycle over 500cc
836309,444832,431567,2,08-Oct-09,2017,A,Dry,Darkness: no street lighting,Fine without high winds,Passenger,Serious,Female,43,Motorcycle over 500cc
827109,427517,434869,2,09-Oct-09,1655,Unclassified,Dry,Daylight: street lights present,Fine without high winds,Driver,Slight,Male,23,Pedal cycle
955509,431826,435622,1,09-Oct-09,945,A,Dry,Daylight: street lights present,Fine without high winds,Pedestrian,Slight,Male,25,Car
825809,428578,432989,1,10-Oct-09,810,A,Wet / Damp,Daylight: street lights present,Fine with high winds,Driver,Slight,Female,26,Car
833809,430339,433381,1,10-Oct-09,935,Unclassified,Dry,Daylight: street lights present,Fine without high winds,Pedestrian,Slight,Male,47,Bus or coach (17 or more passenger seats)
834109,434973,436879,1,10-Oct-09,1430,Unclassified,Dry,Daylight: street lights present,Fine without high winds,Driver,Slight,Male,37,Bus or coach (17 or more passenger seats)
834109,434973,436879,1,10-Oct-09,1430,Unclassified,Dry,Daylight: street lights present,Fine without high winds,Passenger,Slight,Female,0,Bus or coach (17 or more passenger seats)
838709,430704,439227,2,10-Oct-09,845,A,Dry,Daylight: street lights present,Fine without high winds,Driver,Slight,Male,39,Pedal cycle
838909,432331,434981,2,10-Oct-09,1355,B,Dry,Daylight: street lights present,Fine without high winds,Driver,Slight,Male,11,Pedal cycle
965209,428456,434483,1,10-Oct-09,1630,Unclassified,Dry,Darkness: street lights present and lit,Fine without high winds,Pedestrian,Serious,Female,45,Car
823909,423786,438053,1,11-Oct-09,1100,Unclassified,Dry,Daylight: street lights present,Fine without high winds,Pedestrian,Slight,Female,65,Car
836709,435821,435757,2,12-Oct-09,835,Unclassified,Dry,Daylight: street lights present,Fine without high winds,Driver,Slight,Male,16,M/cycle 50cc and under
837809,428653,437538,2,12-Oct-09,1255,Unclassified,Dry,Daylight: street lights present,Fine without high winds,Driver,Serious,Male,44,Motorcycle over 500cc
845909,434748,438041,2,12-Oct-09,1111,A,Dry,Daylight: street lights present,Fine without high winds,Driver,Slight,Male,26,Car
845909,434748,438041,2,12-Oct-09,1111,A,Dry,Daylight: street lights present,Fine without high winds,Passenger,Slight,Male,26,Car
836809,429137,435243,2,13-Oct-09,1820,A,Dry,Darkness: street lights present and lit,Fine without high winds,Driver,Slight,Male,30,Motorcycle over 500cc
836909,431261,433692,1,13-Oct-09,1630,Unclassified,Dry,Daylight: street lights present,Fine without high winds,Passenger,Slight,Female,40,Taxi/Private hire car
838209,433155,434031,2,13-Oct-09,1815,A,Dry,Darkness: street lights present and lit,Fine without high winds,Passenger,Slight,Female,37,Car
838309,420340,434268,2,13-Oct-09,1430,A,Dry,Daylight: street lights present,Fine without high winds,Driver,Serious,Female,76,Car
838409,440059,432533,1,13-Oct-09,1450,B,Dry,Daylight: street lights present,Fine without high winds,Pedestrian,Slight,Male,13,Car
840009,427984,435223,2,13-Oct-09,1700,Unclassified,Dry,Daylight: street lights present,Fine without high winds,Driver,Slight,Female,22,Pedal cycle
840309,426339,431703,2,13-Oct-09,1610,A,Dry,Daylight: street lights present,Fine without high winds,Driver,Slight,Male,34,M/cycle 50cc and under
840309,426339,431703,2,13-Oct-09,1610,A,Dry,Daylight: street lights present,Fine without high winds,Passenger,Slight,Female,27,Taxi/Private hire car
842709,420927,434418,2,13-Oct-09,830,A,Dry,Daylight: street lights present,Fine without high winds,Driver,Slight,Male,36,Car
844509,441659,430764,2,13-Oct-09,1542,Unclassified,Dry,Daylight: street lights present,Fine without high winds,Driver,Slight,Male,13,Pedal cycle
845309,434456,433702,2,13-Oct-09,1820,Unclassified,Dry,Daylight: street lights present,Fine without high winds,Driver,Slight,Female,34,Car
845309,434456,433702,2,13-Oct-09,1820,Unclassified,Dry,Daylight: street lights present,Fine without high winds,Driver,Slight,Male,32,Taxi/Private hire car
845309,434456,433702,2,13-Oct-09,1820,Unclassified,Dry,Daylight: street lights present,Fine without high winds,Passenger,Slight,Male,17,Taxi/Private hire car
845309,434456,433702,2,13-Oct-09,1820,Unclassified,Dry,Daylight: street lights present,Fine without high winds,Passenger,Slight,Male,63,Taxi/Private hire car
845309,434456,433702,2,13-Oct-09,1820,Unclassified,Dry,Daylight: street lights present,Fine without high winds,Passenger,Slight,Female,58,Taxi/Private hire car
865609,427393,429667,2,13-Oct-09,715,A,Dry,Daylight: street lights present,Fine without high winds,Driver,Serious,Female,31,Pedal cycle
837609,420767,434402,3,14-Oct-09,900,A,Wet / Damp,Daylight: street lights present,Fine without high winds,Driver,Slight,Female,26,Car
843809,442884,431656,3,14-Oct-09,1453,A,Dry,Daylight: street lights present,Fine without high winds,Driver,Slight,Female,35,Car
843809,442884,431656,3,14-Oct-09,1453,A,Dry,Daylight: street lights present,Fine without high winds,Driver,Slight,Female,65,Car
854509,430830,439647,2,14-Oct-09,850,A,Dry,Daylight: street lights present,Fine without high winds,Driver,Slight,Male,17,Motorcycle over 50cc and up to 125cc
861309,415867,441870,1,14-Oct-09,2220,Unclassified,Wet / Damp,Darkness: no street lighting,Raining without high winds,Driver,Slight,Male,18,Car
861309,415867,441870,1,14-Oct-09,2220,Unclassified,Wet / Damp,Darkness: no street lighting,Raining without high winds,Passenger,Serious,Male,17,Car
844009,429137,431733,1,15-Oct-09,1235,Unclassified,Dry,Daylight: street lights present,Fine without high winds,Pedestrian,Slight,Female,3,Car
844109,426911,438080,3,15-Oct-09,725,A,Wet / Damp,Daylight: street lights present,Raining without high winds,Driver,Slight,Female,65,Car
844109,426911,438080,3,15-Oct-09,725,A,Wet / Damp,Daylight: street lights present,Raining without high winds,Driver,Slight,Female,28,Car
844109,426911,438080,3,15-Oct-09,725,A,Wet / Damp,Daylight: street lights present,Raining without high winds,Driver,Slight,Female,41,Car
845409,442198,442885,1,15-Oct-09,630,Unclassified,Wet / Damp,Darkness: street lighting unknown,Raining without high winds,Driver,Slight,Male,54,Car
847809,441633,430767,1,15-Oct-09,1120,Unclassified,Wet / Damp,Daylight: street lights present,Fine without high winds,Pedestrian,Slight,Male,62,Car
848609,431893,430494,2,15-Oct-09,620,A,Wet / Damp,Darkness: street lights present and lit,Fine without high winds,Driver,Slight,Male,27,Pedal cycle
852309,425098,431061,1,15-Oct-09,1230,A,Dry,Daylight: street lights present,Fine without high winds,Passenger,Slight,Female,74,Bus or coach (17 or more passenger seats)
856909,428236,436524,2,15-Oct-09,1355,B,Dry,Daylight: street lights present,Fine without high winds,Driver,Slight,Female,23,Car
856909,428236,436524,2,15-Oct-09,1355,B,Dry,Daylight: street lights present,Fine without high winds,Driver,Slight,Female,50,Car
863309,432393,434895,1,15-Oct-09,745,B,Wet / Damp,Daylight: street lights present,Fine without high winds,Pedestrian,Slight,Female,11,Car
869509,422016,436494,3,15-Oct-09,1000,A,Wet / Damp,Daylight: street lights present,Fine without high winds,Driver,Slight,Male,57,Car
869509,422016,436494,3,15-Oct-09,1000,A,Wet / Damp,Daylight: street lights present,Fine without high winds,Driver,Serious,Male,34,Car
846109,427526,436941,2,16-Oct-09,850,A,Dry,Daylight: street lights present,Fine without high winds,Passenger,Slight,Female,42,Car
848209,429282,433492,2,16-Oct-09,1820,Unclassified,Dry,Darkness: street lights present and lit,Fine without high winds,Driver,Slight,Male,63,Car
848409,426019,438934,1,16-Oct-09,1535,Unclassified,Dry,Daylight: street lights present,Fine without high winds,Pedestrian,Slight,Female,23,Bus or coach (17 or more passenger seats)
849809,436657,435952,1,16-Oct-09,2245,Unclassified,Dry,Darkness: street lights present and lit,Fine without high winds,Passenger,Slight,Male,15,Car
850109,440031,439603,2,16-Oct-09,1610,A,Dry,Daylight: street lights present,Fine without high winds,Driver,Slight,Male,25,Motorcycle over 500cc
850209,427299,434685,2,16-Oct-09,1600,A,Dry,Daylight: street lights present,Unknown,Driver,Slight,Female,45,Car
850909,431606,435243,2,16-Oct-09,1515,A,Dry,Daylight: street lights present,Fine without high winds,Passenger,Slight,Female,46,Car
854909,430803,433846,2,16-Oct-09,1200,A,Dry,Daylight: street lights present,Fine without high winds,Driver,Slight,Male,26,Car
859609,441460,439840,4,16-Oct-09,1558,A,Dry,Daylight: street lights present,Fine without high winds,Driver,Slight,Male,34,Bus or coach (17 or more passenger seats)
859609,441460,439840,4,16-Oct-09,1558,A,Dry,Daylight: street lights present,Fine without high winds,Passenger,Slight,Male,11,Bus or coach (17 or more passenger seats)
859609,441460,439840,4,16-Oct-09,1558,A,Dry,Daylight: street lights present,Fine without high winds,Passenger,Slight,Female,12,Bus or coach (17 or more passenger seats)
859609,441460,439840,4,16-Oct-09,1558,A,Dry,Daylight: street lights present,Fine without high winds,Passenger,Slight,Female,11,Bus or coach (17 or more passenger seats)
859609,441460,439840,4,16-Oct-09,1558,A,Dry,Daylight: street lights present,Fine without high winds,Passenger,Slight,Female,14,Bus or coach (17 or more passenger seats)
859609,441460,439840,4,16-Oct-09,1558,A,Dry,Daylight: street lights present,Fine without high winds,Passenger,Slight,Female,11,Bus or coach (17 or more passenger seats)
859609,441460,439840,4,16-Oct-09,1558,A,Dry,Daylight: street lights present,Fine without high winds,Passenger,Slight,Male,11,Bus or coach (17 or more passenger seats)
859609,441460,439840,4,16-Oct-09,1558,A,Dry,Daylight: street lights present,Fine without high winds,Passenger,Slight,Male,12,Bus or coach (17 or more passenger seats)
860109,436222,434266,2,16-Oct-09,1530,Unclassified,Dry,Daylight: street lights present,Fine without high winds,Driver,Slight,Female,44,Pedal cycle
870009,425053,433332,2,16-Oct-09,1715,Unclassified,Dry,Daylight: street lights present,Fine without high winds,Driver,Serious,Male,26,Motorcycle over 50cc and up to 125cc
844609,429899,435449,1,17-Oct-09,2130,Unclassified,Dry,Darkness: street lights present and lit,Fine without high winds,Driver,Slight,Male,20,Car
849109,435658,437028,4,17-Oct-09,1115,A,Dry,Daylight: street lights present,Fine without high winds,Driver,Slight,Male,53,Car
855709,430945,433298,2,17-Oct-09,1705,A,Dry,Daylight: street lights present,Fine without high winds,Driver,Slight,Male,29,Car
885309,430237,432959,2,17-Oct-09,2245,Unclassified,Dry,Darkness: street lights present and lit,Fine without high winds,Driver,Serious,Male,36,Motorcycle over 50cc and up to 125cc
848809,431881,435323,1,18-Oct-09,1835,Unclassified,Dry,Darkness: street lights present and lit,Fine without high winds,Pedestrian,Slight,Male,17,Car
849209,431023,433513,2,18-Oct-09,1330,A,Dry,Daylight: street lights present,Fine without high winds,Driver,Serious,Female,62,Car
849309,428594,432781,3,18-Oct-09,1751,A,Dry,Daylight: street lights present,Fine without high winds,Driver,Slight,Male,24,Car
857209,424904,443281,2,18-Oct-09,1340,Unclassified,Dry,Daylight: street lights present,Fine without high winds,Driver,Slight,Female,51,Car
859909,431344,433934,2,19-Oct-09,1410,Unclassified,Dry,Daylight: street lights present,Fine without high winds,Driver,Slight,Female,44,Car
859909,431344,433934,2,19-Oct-09,1410,Unclassified,Dry,Daylight: street lights present,Fine without high winds,Passenger,Slight,Female,37,Car
860409,431571,435177,1,19-Oct-09,1845,Unclassified,Dry,Darkness: street lights present and lit,Fine without high winds,Pedestrian,Slight,Female,47,Car
863409,430089,431274,2,19-Oct-09,1715,A,Dry,Daylight: street lights present,Fine without high winds,Driver,Slight,Male,21,Pedal cycle
874709,431022,433511,2,19-Oct-09,1546,Unclassified,Dry,Daylight: street lights present,Fine without high winds,Driver,Slight,Male,30,Car
874709,431022,433511,2,19-Oct-09,1546,Unclassified,Dry,Daylight: street lights present,Fine without high winds,Passenger,Slight,Male,67,Car
855209,423771,435633,1,20-Oct-09,1625,A,Dry,Daylight: street lights present,Fine without high winds,Passenger,Slight,Female,20,Bus or coach (17 or more passenger seats)
859809,437754,433053,1,20-Oct-09,2345,A,Wet / Damp,Darkness: street lights present and lit,Fine without high winds,Driver,Slight,Male,22,Car
859809,437754,433053,1,20-Oct-09,2345,A,Wet / Damp,Darkness: street lights present and lit,Fine without high winds,Passenger,Slight,Male,21,Car
859809,437754,433053,1,20-Oct-09,2345,A,Wet / Damp,Darkness: street lights present and lit,Fine without high winds,Passenger,Slight,Male,19,Car
859809,437754,433053,1,20-Oct-09,2345,A,Wet / Damp,Darkness: street lights present and lit,Fine without high winds,Passenger,Slight,Male,22,Car
860009,424256,438995,2,20-Oct-09,725,Unclassified,Dry,Daylight: street lights present,Fine without high winds,Driver,Slight,Female,34,Car
863109,434711,425874,3,20-Oct-09,857,Motorway,Dry,Daylight: street lights present,Fine without high winds,Driver,Slight,Male,42,Goods vehicle 3.5 tonnes mgw and under
863109,434711,425874,3,20-Oct-09,857,Motorway,Dry,Daylight: street lights present,Fine without high winds,Driver,Slight,Male,25,Car
863109,434711,425874,3,20-Oct-09,857,Motorway,Dry,Daylight: street lights present,Fine without high winds,Driver,Slight,Male,57,Car
865209,429404,433791,1,20-Oct-09,2030,A(M),Wet / Damp,Darkness: street lights present and lit,Raining without high winds,Driver,Slight,Male,28,Car
865309,430735,433449,1,20-Oct-09,1835,Unclassified,Wet / Damp,Darkness: street lights present and lit,Fine without high winds,Pedestrian,Slight,Male,25,Car
878409,431411,430752,2,20-Oct-09,2215,Unclassified,Dry,Darkness: street lights present and lit,Fine without high winds,Driver,Slight,Male,18,Car
862209,441998,430355,1,21-Oct-09,805,Unclassified,Wet / Damp,Daylight: street lights present,Fine without high winds,Pedestrian,Slight,Female,13,Car
863609,421823,446012,1,21-Oct-09,2200,A,Dry,Darkness: street lighting unknown,Fine without high winds,Driver,Slight,Female,17,Car
863609,421823,446012,1,21-Oct-09,2200,A,Dry,Darkness: street lighting unknown,Fine without high winds,Passenger,Slight,Female,21,Car
863609,421823,446012,1,21-Oct-09,2200,A,Dry,Darkness: street lighting unknown,Fine without high winds,Passenger,Slight,Female,17,Car
870109,435088,435681,2,21-Oct-09,1820,Unclassified,Dry,Darkness: street lights present and lit,Fine without high winds,Driver,Slight,Male,47,Pedal cycle
876709,427151,432531,2,21-Oct-09,915,Unclassified,Wet / Damp,Daylight: street lights present,Fine without high winds,Driver,Slight,Male,48,Car
866809,430293,431180,2,22-Oct-09,1541,Unclassified,Dry,Daylight: street lights present,Fine without high winds,Driver,Slight,Male,35,Motorcycle over 50cc and up to 125cc
873909,435869,425813,2,22-Oct-09,1050,A,Dry,Daylight: street lights present,Fine without high winds,Driver,Slight,Male,61,Car
873909,435869,425813,2,22-Oct-09,1050,A,Dry,Daylight: street lights present,Fine without high winds,Driver,Slight,Male,38,Car
873909,435869,425813,2,22-Oct-09,1050,A,Dry,Daylight: street lights present,Fine without high winds,Passenger,Slight,Female,20,Car
