Reference Number,Grid Ref: Easting,Grid Ref: Northing,Number of Vehicles,Accident Date,Time (24hr),1st Road Class,Road Surface,Lighting Conditions,Weather Conditions,Casualty Class,,Casualty Severity,Sex of Casualty,Age of Casualty,
130443335,431885,435545,2,27-Oct-13,1630,Unclassified,Dry,Daylight: street lights present,Fine without high winds,1,Driver,Slight,Male,40,Car
130443335,431885,435545,2,27-Oct-13,1630,Unclassified,Dry,Daylight: street lights present,Fine without high winds,2,Passenger,Slight,Female,18,Car
130443335,431885,435545,2,27-Oct-13,1630,Unclassified,Dry,Daylight: street lights present,Fine without high winds,2,Passenger,Slight,Female,30,Car
130443335,431885,435545,2,27-Oct-13,1630,Unclassified,Dry,Daylight: street lights present,Fine without high winds,2,Passenger,Slight,Female,12,Car
130443502,429232,435448,2,27-Oct-13,1620,Unclassified,Dry,Daylight: street lights present,Fine without high winds,1,Driver,Slight,Female,50,Car
130443544,428954,435472,2,27-Oct-13,1700,A,Wet / Damp,Daylight: street lights present,Fine without high winds,1,Driver,Slight,Female,30,Car
130444118,426574,427262,1,28-Oct-13,939,Unclassified,Wet / Damp,Daylight: street lights present,Raining without high winds,3,Pedestrian,Slight,Female,71,Car
130444214,426196,437498,2,28-Oct-13,915,Unclassified,Wet / Damp,Daylight: street lights present,Fine without high winds,1,Driver,Slight,Male,22,Car
130444758,427217,433519,5,01-Oct-13,1340,Unclassified,Wet / Damp,Daylight: street lights present,Fine without high winds,1,Driver,Slight,Male,56,Car
130445009,430041,432551,1,28-Oct-13,1744,A,Wet / Damp,Darkness: street lights present and lit,Fine without high winds,3,Pedestrian,Slight,Male,2,Car
130445744,427135,426477,1,29-Oct-13,1020,A,Dry,Daylight: street lights present,Fine without high winds,3,Pedestrian,Slight,Female,83,Car
130445992,430643,434702,2,29-Oct-13,1140,A,Dry,Daylight: street lights present,Fine without high winds,1,Driver,Slight,Female,52,Car
130445992,430643,434702,2,29-Oct-13,1140,A,Dry,Daylight: street lights present,Fine without high winds,1,Driver,Slight,Male,41,Car
130445992,430643,434702,2,29-Oct-13,1140,A,Dry,Daylight: street lights present,Fine without high winds,2,Passenger,Slight,Male,36,Car
130446830,431140,434313,3,29-Oct-13,1250,Unclassified,Dry,Daylight: street lights present,Fine without high winds,1,Driver,Slight,Male,33,Car
130447285,428170,427776,4,30-Oct-13,1054,Unclassified,Dry,Daylight: street lights present,Fine without high winds,1,Driver,Slight,Male,37,Goods vehicle 3.5 tonnes mgw and under
130447845,429436,433455,1,28-Oct-13,755,Unclassified,Dry,Daylight: street lights present,Fine without high winds,3,Pedestrian,Slight,Female,23,Car
130448787,436944,441784,2,30-Oct-13,1400,Unclassified,Dry,Daylight: street lights present,Fine without high winds,1,Driver,Slight,Female,21,Pedal cycle
130448855,434357,428231,2,30-Oct-13,1915,Unclassified,Dry,Daylight: street lights present,Fine without high winds,1,Driver,Slight,Male,53,Pedal cycle
130448896,431889,435657,1,31-Oct-13,1300,Unclassified,Dry,Daylight: street lights present,Fine without high winds,3,Pedestrian,Slight,Male,9,Car
130449100,428056,434320,2,31-Oct-13,930,A,Dry,Daylight: street lights present,Fine without high winds,1,Driver,Slight,Male,58,Car
130449383,430017,438609,2,31-Oct-13,815,Unclassified,Dry,Daylight: street lights present,Fine without high winds,1,Driver,Slight,Male,47,Pedal cycle
130450211,435751,436383,1,01-Nov-13,1205,Unclassified,Dry,Daylight: street lights present,Fine without high winds,2,Passenger,Slight,Female,69,Bus or coach (17 or more passenger seats)
130450247,431219,434769,2,01-Nov-13,1240,Unclassified,Dry,Daylight: street lights present,Fine without high winds,1,Driver,Slight,Male,21,Car
130450576,430796,435329,1,01-Nov-13,1230,Unclassified,Dry,Daylight: street lights present,Fine without high winds,3,Pedestrian,Serious,Female,4,Bus or coach (17 or more passenger seats)
130450746,430848,436595,1,01-Nov-13,1720,A,Wet / Damp,Darkness: street lights present and lit,Fine without high winds,3,Pedestrian,Slight,Female,32,Car
130450780,429851,435712,2,01-Nov-13,1710,Unclassified,Dry,Daylight: street lights present,Fine without high winds,1,Driver,Serious,Male,26,Motorcycle over 50cc and up to 125cc
130450927,428979,435454,1,01-Nov-13,1720,Unclassified,Wet / Damp,Darkness: street lights present and lit,Raining without high winds,3,Pedestrian,Slight,Male,22,Car
130451115,422944,443093,2,02-Nov-13,1751,Unclassified,Wet / Damp,Darkness: street lights present and lit,Raining with high winds,1,Driver,Slight,Male,21,Car
130451115,422944,443093,2,02-Nov-13,1751,Unclassified,Wet / Damp,Darkness: street lights present and lit,Raining with high winds,2,Passenger,Slight,Female,28,Car
130451115,422944,443093,2,02-Nov-13,1751,Unclassified,Wet / Damp,Darkness: street lights present and lit,Raining with high winds,2,Passenger,Slight,Female,22,Car
130451676,431451,435819,2,01-Nov-13,1900,Unclassified,Wet / Damp,Darkness: street lights present and lit,Fine without high winds,2,Passenger,Slight,Male,5,Car
130451676,431451,435819,2,01-Nov-13,1900,Unclassified,Wet / Damp,Darkness: street lights present and lit,Fine without high winds,2,Passenger,Slight,Male,8,Car
130451699,428550,434512,2,31-Oct-13,1240,Unclassified,Dry,Daylight: street lights present,Fine without high winds,2,Passenger,Slight,Female,6,Car
130451817,429973,431074,1,20-Oct-13,1300,Unclassified,Dry,Daylight: street lights present,Fine without high winds,2,Passenger,Slight,Female,52,Taxi/Private hire car
130452018,431874,435944,3,02-Nov-13,1415,B,Wet / Damp,Daylight: street lights present,Fine without high winds,1,Driver,Slight,Female,79,Car
130452018,431874,435944,3,02-Nov-13,1415,B,Wet / Damp,Daylight: street lights present,Fine without high winds,1,Driver,Slight,Male,37,Car
130452018,431874,435944,3,02-Nov-13,1415,B,Wet / Damp,Daylight: street lights present,Fine without high winds,1,Driver,Slight,Female,37,Car
130452809,429311,435025,1,01-Nov-13,1720,A,Wet / Damp,Darkness: street lights present and lit,Other,3,Pedestrian,Slight,Female,20,Car
130453234,433963,441110,2,03-Nov-13,1605,Unclassified,Dry,Daylight: street lights present,Fine without high winds,1,Driver,Slight,Male,56,Pedal cycle
130453261,430107,430931,4,03-Nov-13,1613,Unclassified,Dry,Daylight: street lights present,Fine without high winds,1,Driver,Slight,Male,26,Car
130453261,430107,430931,4,03-Nov-13,1613,Unclassified,Dry,Daylight: street lights present,Fine without high winds,1,Driver,Slight,Male,21,Car
130453261,430107,430931,4,03-Nov-13,1613,Unclassified,Dry,Daylight: street lights present,Fine without high winds,2,Passenger,Slight,Male,20,Car
130453311,423275,433374,2,02-Nov-13,1740,B,Dry,Daylight: street lights present,Fine without high winds,1,Driver,Serious,Male,23,Motorcycle over 50cc and up to 125cc
130454196,431473,430372,2,04-Nov-13,750,Unclassified,Dry,Daylight: street lights present,Fine without high winds,1,Driver,Slight,Male,26,Pedal cycle
130454937,426989,433437,2,04-Nov-13,1708,Unclassified,Dry,Darkness: street lights present and lit,Fine without high winds,1,Driver,Slight,Male,54,Car
130455676,435082,438394,2,05-Nov-13,755,Unclassified,Wet / Damp,Daylight: street lights present,Fine without high winds,1,Driver,Slight,Male,38,Car
130455934,429371,433716,2,05-Nov-13,810,A,Wet / Damp,Daylight: street lights present,Raining without high winds,1,Driver,Slight,Female,38,Car
130455934,429371,433716,2,05-Nov-13,810,A,Wet / Damp,Daylight: street lights present,Raining without high winds,2,Passenger,Slight,Female,30,Car
130455935,425085,439350,2,05-Nov-13,630,Unclassified,Wet / Damp,Daylight: street lights present,Raining without high winds,1,Driver,Serious,Male,40,Car
130456011,429427,433922,2,05-Nov-13,1020,A(M),Wet / Damp,Daylight: street lights present,Fine without high winds,1,Driver,Slight,Male,33,Car
130456011,429427,433922,2,05-Nov-13,1020,A(M),Wet / Damp,Daylight: street lights present,Fine without high winds,2,Passenger,Slight,Female,34,Car
130456319,426063,427378,1,05-Nov-13,1325,B,Wet / Damp,Daylight: street lights present,Fine without high winds,1,Driver,Slight,Male,64,Car
130456319,426063,427378,1,05-Nov-13,1325,B,Wet / Damp,Daylight: street lights present,Fine without high winds,3,Pedestrian,Slight,Male,17,Car
130456326,429737,430545,2,05-Nov-13,1125,Unclassified,Wet / Damp,Daylight: street lights present,Raining without high winds,1,Driver,Slight,Male,32,Car
130456903,429092,428692,3,05-Nov-13,1840,Unclassified,Wet / Damp,Darkness: street lights present and lit,Fine without high winds,1,Driver,Slight,Female,33,Car
130456903,429092,428692,3,05-Nov-13,1840,Unclassified,Wet / Damp,Darkness: street lights present and lit,Fine without high winds,2,Passenger,Slight,Male,6,Car
130456903,429092,428692,3,05-Nov-13,1840,Unclassified,Wet / Damp,Darkness: street lights present and lit,Fine without high winds,2,Passenger,Slight,Male,9,Car
130456903,429092,428692,3,05-Nov-13,1840,Unclassified,Wet / Damp,Darkness: street lights present and lit,Fine without high winds,1,Driver,Slight,Female,22,Car
130456903,429092,428692,3,05-Nov-13,1840,Unclassified,Wet / Damp,Darkness: street lights present and lit,Fine without high winds,2,Passenger,Serious,Female,22,Car
130457517,442037,442850,2,06-Nov-13,725,Unclassified,Wet / Damp,Daylight: street lights present,Raining without high winds,1,Driver,Slight,Male,62,Car
130457517,442037,442850,2,06-Nov-13,725,Unclassified,Wet / Damp,Daylight: street lights present,Raining without high winds,1,Driver,Slight,Male,26,Car
130457517,442037,442850,2,06-Nov-13,725,Unclassified,Wet / Damp,Daylight: street lights present,Raining without high winds,2,Passenger,Slight,Male,29,Car
130458796,434190,436975,3,06-Nov-13,2302,A,Wet / Damp,Darkness: street lights present and lit,Fine without high winds,1,Driver,Slight,Male,26,Car
130458796,434190,436975,3,06-Nov-13,2302,A,Wet / Damp,Darkness: street lights present and lit,Fine without high winds,1,Driver,Slight,Female,30,Car
130458796,434190,436975,3,06-Nov-13,2302,A,Wet / Damp,Darkness: street lights present and lit,Fine without high winds,1,Driver,Slight,Female,54,Car
130459182,443351,428757,1,07-Nov-13,845,Unclassified,Dry,Daylight: street lights present,Fine without high winds,3,Pedestrian,Slight,Female,8,Car
130459243,425459,432856,2,06-Nov-13,1230,A,Dry,Daylight: street lights present,Fine without high winds,1,Driver,Slight,Male,19,Motorcycle over 50cc and up to 125cc
130459374,437653,429714,3,07-Nov-13,1050,A,Dry,Daylight: street lights present,Fine without high winds,1,Driver,Slight,Male,66,Car
130459374,437653,429714,3,07-Nov-13,1050,A,Dry,Daylight: street lights present,Fine without high winds,1,Driver,Slight,Male,65,Car
130459603,425499,434279,2,07-Nov-13,1037,A,Dry,Daylight: street lights present,Fine without high winds,1,Driver,Slight,Male,33,Car
130459645,430498,435236,2,07-Nov-13,845,A,Wet / Damp,Daylight: street lights present,Fine without high winds,1,Driver,Slight,Male,41,Pedal cycle
130459854,423905,438203,1,07-Nov-13,1405,Unclassified,Dry,Daylight: street lights present,Fine without high winds,3,Pedestrian,Serious,Female,74,Car
130460408,426912,429231,2,07-Nov-13,1810,A,Dry,Darkness: street lights present and lit,Fine without high winds,1,Driver,Serious,Male,32,Car
130460408,426912,429231,2,07-Nov-13,1810,A,Dry,Darkness: street lights present and lit,Fine without high winds,1,Driver,Slight,Male,27,Car
130460408,426912,429231,2,07-Nov-13,1810,A,Dry,Darkness: street lights present and lit,Fine without high winds,2,Passenger,Slight,Female,7,Car
130460408,426912,429231,2,07-Nov-13,1810,A,Dry,Darkness: street lights present and lit,Fine without high winds,2,Passenger,Slight,Male,3,Car
130461039,429533,437115,2,08-Nov-13,950,Unclassified,Dry,Daylight: street lights present,Fine without high winds,1,Driver,Slight,Male,40,Goods vehicle 3.5 tonnes mgw and under
130461039,429533,437115,2,08-Nov-13,950,Unclassified,Dry,Daylight: street lights present,Fine without high winds,1,Driver,Slight,Male,32,Car
130461627,437240,435493,1,08-Nov-13,1510,Unclassified,Dry,Daylight: street lights present,Fine without high winds,3,Pedestrian,Slight,Male,14,Car
130461635,440048,432469,1,08-Nov-13,1455,Unclassified,Dry,Daylight: street lights present,Fine without high winds,1,Driver,Slight,Male,46,Car
130461635,440048,432469,1,08-Nov-13,1455,Unclassified,Dry,Daylight: street lights present,Fine without high winds,3,Pedestrian,Slight,Male,8,Car
130461765,431518,435142,2,08-Nov-13,1600,A,Dry,Daylight: street lights present,Fine without high winds,1,Driver,Slight,Male,51,Pedal cycle
130461985,430052,432678,1,08-Nov-13,2000,A,Dry,Darkness: street lights present and lit,Fine without high winds,3,Pedestrian,Serious,Female,18,Car
130462441,430798,433443,2,09-Nov-13,720,Unclassified,Wet / Damp,Daylight: street lights present,Fine without high winds,1,Driver,Slight,Male,43,Taxi/Private hire car
130462441,430798,433443,2,09-Nov-13,720,Unclassified,Wet / Damp,Daylight: street lights present,Fine without high winds,2,Passenger,Slight,Male,31,Taxi/Private hire car
130462569,430092,435420,2,09-Nov-13,1030,Unclassified,Wet / Damp,Daylight: street lights present,Raining without high winds,1,Driver,Serious,Male,24,Pedal cycle
130462602,429080,433515,2,08-Nov-13,1945,Unclassified,Dry,Darkness: street lights present and lit,Fine without high winds,1,Driver,Slight,Female,22,Car
130462602,429080,433515,2,08-Nov-13,1945,Unclassified,Dry,Darkness: street lights present and lit,Fine without high winds,2,Passenger,Slight,Female,24,Car
130462828,426058,436617,2,08-Nov-13,1550,Unclassified,Dry,Daylight: street lights present,Fine without high winds,2,Passenger,Slight,Male,3,Bus or coach (17 or more passenger seats)
130463063,431481,432547,2,09-Nov-13,1755,A,Wet / Damp,Darkness: street lights present and lit,Raining without high winds,1,Driver,Slight,Male,27,Car
130463091,429950,433092,2,09-Nov-13,1715,Unclassified,Wet / Damp,Darkness: street lights present and lit,Raining without high winds,2,Passenger,Slight,Female,59,Car
130463093,425062,431030,2,09-Nov-13,1940,A,Wet / Damp,Darkness: street lights present and lit,Fine without high winds,1,Driver,Slight,Male,62,Car
130463093,425062,431030,2,09-Nov-13,1940,A,Wet / Damp,Darkness: street lights present and lit,Fine without high winds,1,Driver,Slight,Male,35,Car
130463093,425062,431030,2,09-Nov-13,1940,A,Wet / Damp,Darkness: street lights present and lit,Fine without high winds,2,Passenger,Slight,Male,60,Car
130463093,425062,431030,2,09-Nov-13,1940,A,Wet / Damp,Darkness: street lights present and lit,Fine without high winds,2,Passenger,Slight,Male,35,Car
130463355,427212,425186,1,10-Nov-13,10,A,Wet / Damp,Darkness: street lights present and lit,Fine without high winds,3,Pedestrian,Fatal,Female,23,Car
130463793,433826,434053,4,09-Nov-13,1043,A,Wet / Damp,Daylight: street lights present,Raining without high winds,1,Driver,Slight,Male,25,Car
130463793,433826,434053,4,09-Nov-13,1043,A,Wet / Damp,Daylight: street lights present,Raining without high winds,2,Passenger,Slight,Female,6,Car
130464031,427220,433519,2,10-Nov-13,1615,Unclassified,Dry,Daylight: street lights present,Fine without high winds,1,Driver,Slight,Male,35,Car
130464101,424126,444004,2,10-Nov-13,1335,A,Wet / Damp,Daylight: street lights present,Fine without high winds,1,Driver,Slight,Male,87,Car
130464101,424126,444004,2,10-Nov-13,1335,A,Wet / Damp,Daylight: street lights present,Fine without high winds,1,Driver,Slight,Female,47,Pedal cycle
130464755,430904,436549,2,11-Nov-13,825,Unclassified,Wet / Damp,Daylight: street lights present,Fine without high winds,1,Driver,Slight,Male,52,Pedal cycle
130465359,430219,432004,2,11-Nov-13,1501,A,Wet / Damp,Daylight: street lights present,Fine without high winds,1,Driver,Slight,Male,53,Car
130465460,421060,440041,1,11-Nov-13,1550,B,Dry,Daylight: street lights present,Fine without high winds,3,Pedestrian,Slight,Male,11,Car
130465517,428791,435158,2,11-Nov-13,1530,Unclassified,Dry,Daylight: street lights present,Fine without high winds,1,Driver,Slight,Male,52,Car
130465540,430801,435338,2,11-Nov-13,1548,Unclassified,Dry,Daylight: street lights present,Fine without high winds,2,Passenger,Slight,Male,30,Car
130466245,436973,429236,1,11-Nov-13,1350,Unclassified,Dry,Daylight: street lights present,Fine without high winds,3,Pedestrian,Slight,Male,53,Goods vehicle 3.5 tonnes mgw and under
130466249,429262,433483,2,12-Nov-13,1,Unclassified,Wet / Damp,Darkness: street lights present and lit,Fine without high winds,2,Passenger,Slight,Female,24,Taxi/Private hire car
130466373,430091,427031,2,12-Nov-13,850,A,Dry,Daylight: street lights present,Fine without high winds,2,Passenger,Slight,Female,19,Car
130466550,430378,433543,1,12-Nov-13,1120,Unclassified,Dry,Daylight: street lights present,Fine without high winds,2,Passenger,Serious,Male,41,Bus or coach (17 or more passenger seats)
130467102,429861,438924,2,11-Nov-13,830,A,Wet / Damp,Daylight: street lights present,Raining without high winds,1,Driver,Slight,Male,28,Car
130467139,431547,438806,1,05-Nov-13,1521,Unclassified,Dry,Daylight: street lights present,Fine without high winds,2,Passenger,Serious,Male,77,Bus or coach (17 or more passenger seats)
130467175,426746,426828,2,12-Nov-13,1915,B,Dry,Daylight: street lights present,Fine without high winds,1,Driver,Slight,Male,23,Car
130467175,426746,426828,2,12-Nov-13,1915,B,Dry,Daylight: street lights present,Fine without high winds,2,Passenger,Slight,Female,34,Car
130467445,430403,436612,1,12-Nov-13,2318,B,Dry,Darkness: street lights present and lit,Fine without high winds,1,Driver,Slight,Male,24,Car
130467445,430403,436612,1,12-Nov-13,2318,B,Dry,Darkness: street lights present and lit,Fine without high winds,2,Passenger,Slight,Male,24,Car
130467445,430403,436612,1,12-Nov-13,2318,B,Dry,Darkness: street lights present and lit,Fine without high winds,2,Passenger,Slight,Male,24,Car
130467721,435734,436004,1,25-Oct-13,1610,Unclassified,Dry,Daylight: street lights present,Fine without high winds,2,Passenger,Slight,Female,21,Bus or coach (17 or more passenger seats)
130467836,419792,441282,2,13-Nov-13,915,A,Dry,Daylight: street lights present,Fine without high winds,1,Driver,Slight,Female,51,Car
130468091,429796,433969,2,13-Nov-13,1118,Unclassified,Dry,Daylight: street lights present,Fine without high winds,1,Driver,Slight,Male,24,Car
130468183,425226,434342,2,25-Oct-13,1340,A,Dry,Daylight: street lights present,Fine without high winds,1,Driver,Slight,Female,48,Car
130468686,427711,424506,1,12-Nov-13,830,Unclassified,Dry,Daylight: street lights present,Fine without high winds,3,Pedestrian,Slight,Male,15,Car
130468828,424289,434612,1,13-Nov-13,1645,Unclassified,Dry,Daylight: street lights present,Fine without high winds,3,Pedestrian,Serious,Female,9,Car
130470150,428761,430828,1,14-Nov-13,1530,Unclassified,Dry,Daylight: street lights present,Fine without high winds,2,Passenger,Slight,Female,44,Bus or coach (17 or more passenger seats)
130470270,429133,433852,2,14-Nov-13,1445,Unclassified,Dry,Daylight: street lights present,Fine without high winds,1,Driver,Serious,Male,60,Motorcycle over 50cc and up to 125cc
130470437,430751,439231,2,14-Nov-13,2010,A,Dry,Darkness: street lights present and lit,Fine without high winds,1,Driver,Slight,Male,32,Car
130472287,428096,434660,2,15-Nov-13,2330,Unclassified,Dry,Daylight: street lights present,Fine without high winds,2,Passenger,Slight,Female,25,Car
130472287,428096,434660,2,15-Nov-13,2330,Unclassified,Dry,Daylight: street lights present,Fine without high winds,2,Passenger,Slight,Female,21,Car
130472672,430064,431116,2,16-Nov-13,1305,A,Dry,Daylight: street lights present,Fine without high winds,1,Driver,Slight,Male,23,Pedal cycle
130473087,427645,431151,2,15-Nov-13,840,A,Dry,Daylight: street lights present,Fine without high winds,1,Driver,Slight,Male,18,Pedal cycle
130473105,431913,433588,2,15-Nov-13,1635,A,Dry,Darkness: street lights present and lit,Fine without high winds,1,Driver,Slight,Male,42,Pedal cycle
130474283,426822,433446,1,17-Nov-13,1635,Unclassified,Dry,Darkness: street lights present and lit,Fine without high winds,3,Pedestrian,Slight,Male,63,Car
130474379,427650,434496,2,16-Nov-13,2352,A,Wet / Damp,Darkness: street lights present and lit,Fine without high winds,1,Driver,Slight,Male,42,Taxi/Private hire car
130474561,433888,436522,1,17-Nov-13,2205,A,Dry,Darkness: street lights present and lit,Fine without high winds,1,Driver,Serious,Male,22,Car
130475739,431401,435082,1,18-Nov-13,1500,A,Dry,Daylight: street lights present,Fine without high winds,3,Pedestrian,Slight,Male,38,Car
130475969,430915,435580,1,18-Nov-13,1648,Unclassified,Dry,Daylight: street lights present,Fine without high winds,2,Passenger,Slight,Female,35,Bus or coach (17 or more passenger seats)
130476065,431260,432353,2,18-Nov-13,1939,A,Dry,Darkness: street lights present and lit,Fine without high winds,1,Driver,Slight,Female,71,Car
130476065,431260,432353,2,18-Nov-13,1939,A,Dry,Darkness: street lights present and lit,Fine without high winds,1,Driver,Slight,Female,22,Pedal cycle
130476109,427325,437199,2,18-Nov-13,1514,A,Wet / Damp,Daylight: street lights present,Fine without high winds,1,Driver,Slight,Male,22,Pedal cycle
130476711,424254,433948,2,19-Nov-13,810,A,Dry,Daylight: street lights present,Fine without high winds,1,Driver,Slight,Male,39,Car
130476711,424254,433948,2,19-Nov-13,810,A,Dry,Daylight: street lights present,Fine without high winds,1,Driver,Slight,Female,22,Car
130477406,434836,437977,2,19-Nov-13,1725,A,Dry,Darkness: street lights present and lit,Fine without high winds,1,Driver,Slight,Male,45,Motorcycle over 500cc
130478375,421018,441084,1,20-Nov-13,1030,Unclassified,Dry,Daylight: street lights present,Fine without high winds,2,Passenger,Slight,Female,88,Bus or coach (17 or more passenger seats)
130478476,430058,438640,2,20-Nov-13,1156,B,Dry,Daylight: street lights present,Fine without high winds,2,Passenger,Slight,Male,25,Car
130478549,428191,432825,2,20-Nov-13,1212,B,Dry,Daylight: street lights present,Fine without high winds,1,Driver,Slight,Male,33,Car
130478573,417948,443070,2,19-Nov-13,840,A,Wet / Damp,Daylight: street lights present,Fine without high winds,1,Driver,Slight,Male,41,Pedal cycle
130478627,423301,434732,2,20-Nov-13,830,Unclassified,Wet / Damp,Daylight: street lights present,Fine without high winds,1,Driver,Slight,Male,51,Car
130478627,423301,434732,2,20-Nov-13,830,Unclassified,Wet / Damp,Daylight: street lights present,Fine without high winds,2,Passenger,Slight,Female,43,Car
130478953,422039,434378,2,20-Nov-13,1340,B,Dry,Daylight: street lights present,Fine without high winds,1,Driver,Slight,Male,31,Car
130478953,422039,434378,2,20-Nov-13,1340,B,Dry,Daylight: street lights present,Fine without high winds,2,Passenger,Slight,Female,28,Car
130479055,429031,436313,2,20-Nov-13,1758,Unclassified,Dry,Daylight: street lights present,Fine without high winds,1,Driver,Serious,Male,30,Pedal cycle
130479516,441828,439883,2,21-Nov-13,730,A,Dry,Daylight: street lights present,Fine without high winds,1,Driver,Slight,Female,22,Car
130479613,431652,434085,2,20-Nov-13,840,Unclassified,Wet / Damp,Daylight: street lights present,Raining without high winds,2,Passenger,Slight,Female,22,Taxi/Private hire car
130479881,430626,440561,2,01-Nov-13,703,Unclassified,Wet / Damp,Darkness: street lights present and lit,Fine without high winds,1,Driver,Slight,Male,15,Pedal cycle
130479887,430331,433897,2,19-Oct-13,2245,Unclassified,Dry,Daylight: street lights present,Fine without high winds,2,Passenger,Slight,Female,22,Taxi/Private hire car
130480025,440691,445811,1,21-Nov-13,1115,A,Dry,Daylight: street lights present,Fine without high winds,2,Passenger,Slight,Female,88,Car
130480213,425149,437877,2,21-Nov-13,1410,A,Dry,Daylight: street lights present,Fine without high winds,1,Driver,Slight,Male,69,Pedal cycle
130480454,427020,433104,1,21-Nov-13,1618,B,Dry,Daylight: street lights present,Fine without high winds,3,Pedestrian,Slight,Female,18,Car
130480986,431915,430500,2,21-Oct-13,915,A,Wet / Damp,Daylight: street lights present,Raining without high winds,1,Driver,Slight,Male,30,Car
130481380,430531,433390,1,22-Nov-13,1240,Unclassified,Dry,Daylight: street lights present,Fine without high winds,2,Passenger,Slight,Female,66,Bus or coach (17 or more passenger seats)
130481380,430531,433390,1,22-Nov-13,1240,Unclassified,Dry,Daylight: street lights present,Fine without high winds,2,Passenger,Slight,Female,41,Bus or coach (17 or more passenger seats)
130481380,430531,433390,1,22-Nov-13,1240,Unclassified,Dry,Daylight: street lights present,Fine without high winds,2,Passenger,Slight,Female,2,Bus or coach (17 or more passenger seats)
130482122,441292,447953,2,22-Nov-13,1535,Unclassified,Dry,Daylight: street lights present,Fine without high winds,1,Driver,Serious,Male,55,Car
130482122,441292,447953,2,22-Nov-13,1535,Unclassified,Dry,Daylight: street lights present,Fine without high winds,1,Driver,Serious,Female,50,Car
130482268,430684,434520,2,22-Nov-13,2215,Unclassified,Wet / Damp,Darkness: street lights present and lit,Fine without high winds,1,Driver,Slight,Female,65,Car
130482268,430684,434520,2,22-Nov-13,2215,Unclassified,Wet / Damp,Darkness: street lights present and lit,Fine without high winds,1,Driver,Slight,Male,33,Minibus (8 – 16 passenger seats)
130482609,427652,436671,1,23-Nov-13,1015,Unclassified,Dry,Daylight: street lights present,Fine without high winds,3,Pedestrian,Serious,Male,34,Car
130482789,428977,433905,2,23-Nov-13,1025,Unclassified,Dry,Daylight: street lights present,Fine without high winds,1,Driver,Slight,Male,32,Car
130482789,428977,433905,2,23-Nov-13,1025,Unclassified,Dry,Daylight: street lights present,Fine without high winds,1,Driver,Slight,Female,27,Car
130482789,428977,433905,2,23-Nov-13,1025,Unclassified,Dry,Daylight: street lights present,Fine without high winds,2,Passenger,Slight,Female,1,Car
130482871,428074,426251,2,01-Nov-13,1450,A,Dry,Daylight: street lights present,Fine without high winds,1,Driver,Slight,Male,66,Car
130483028,425489,434266,2,23-Nov-13,1607,A,Dry,Daylight: street lights present,Fine without high winds,1,Driver,Slight,Female,32,Car
130483168,433452,434053,1,23-Nov-13,1900,A,Dry,Darkness: no street lighting,Fine without high winds,3,Pedestrian,Slight,Male,51,Car
130483247,432605,428323,1,23-Nov-13,1800,A,Dry,Darkness: street lights present and lit,Fine without high winds,2,Passenger,Slight,Male,26,Car
130483251,430007,433379,1,23-Nov-13,1730,Unclassified,Dry,Darkness: street lights present and lit,Fine without high winds,2,Passenger,Slight,Female,77,Bus or coach (17 or more passenger seats)
130483548,430534,433295,2,24-Nov-13,315,Unclassified,Dry,Daylight: street lights present,Fine without high winds,1,Driver,Slight,Male,23,Car
130483930,426642,433087,2,24-Nov-13,1220,B,Dry,Daylight: street lights present,Fine without high winds,1,Driver,Slight,Male,70,Car
130483930,426642,433087,2,24-Nov-13,1220,B,Dry,Daylight: street lights present,Fine without high winds,1,Driver,Slight,Male,27,Car
130483930,426642,433087,2,24-Nov-13,1220,B,Dry,Daylight: street lights present,Fine without high winds,2,Passenger,Slight,Female,48,Car
130483957,428461,431345,2,24-Nov-13,1105,A,Wet / Damp,Daylight: street lights present,Fine without high winds,1,Driver,Slight,Female,68,Car
130483957,428461,431345,2,24-Nov-13,1105,A,Wet / Damp,Daylight: street lights present,Fine without high winds,1,Driver,Slight,Female,27,Car
130484153,420973,439975,2,24-Nov-13,1513,B,Wet / Damp,Daylight: street lights present,Fine without high winds,1,Driver,Slight,Female,80,Car
130485086,431741,431417,2,25-Nov-13,1005,A,Dry,Daylight: street lights present,Fine without high winds,1,Driver,Serious,Male,28,Motorcycle over 50cc and up to 125cc
130485086,431741,431417,2,25-Nov-13,1005,A,Dry,Daylight: street lights present,Fine without high winds,1,Driver,Serious,Male,44,Pedal cycle
130485915,428913,435403,1,25-Nov-13,1635,Unclassified,Dry,Daylight: street lights present,Fine without high winds,3,Pedestrian,Slight,Male,28,Car
130486645,431364,428286,2,26-Nov-13,1105,Unclassified,Dry,Daylight: street lights present,Fine without high winds,1,Driver,Slight,Female,20,Car
130486754,427127,434789,2,26-Nov-13,927,A,Wet / Damp,Daylight: street lights present,Fine without high winds,1,Driver,Slight,Male,27,Pedal cycle
130486899,443239,445798,2,26-Nov-13,1255,Unclassified,Wet / Damp,Daylight: street lights present,Fine without high winds,1,Driver,Serious,Female,61,Pedal cycle
130487000,423974,434819,2,25-Nov-13,1320,Unclassified,Dry,Daylight: street lights present,Fine without high winds,1,Driver,Serious,Female,16,M/cycle 50cc and under
130488160,430234,435112,2,26-Nov-13,1730,Unclassified,Dry,Darkness: street lights present and lit,Fine without high winds,1,Driver,Slight,Male,38,Pedal cycle
